DepartureAirportName,ArrivalAirportName,Duration,CompanyName,EconomyClassPrice,BusinessClassPrice,FirstClassPrice,WeekDaysOfFlight,DepartureHours,,
Mărculeşti International Airport,Birmingham International Airport,257,Wizz Air,677,1718,3129,Monday Tuesday Thursday Saturday,13:35 12:21 17:06,,
Nizhny Novgorod Strigino International Airport,Birmingham International Airport,79,NordStar,931,916,4257,Tuesday Wednesday Friday Saturday,01:57 05:50,,
Nizhny Novgorod Strigino International Airport,Birmingham International Airport,481,I-Fly,633,2339,2537,Wednesday Sunday,20:36 23:42,,
Nizhny Novgorod Strigino International Airport,Birmingham International Airport,413,UTair Aviation,453,1236,3228,Thursday Sunday,23:35 07:21,,
Priština International Airport,Birmingham International Airport,181,LOT Polish Airlines,310,1444,3949,Wednesday Thursday Saturday,16:19 16:56,,
Priština International Airport,Birmingham International Airport,458,AirBaltic,999,1963,2870,Monday Tuesday Wednesday Friday Saturday,15:38 03:27,,
Priština International Airport,Birmingham International Airport,188,Air Europa,668,2188,3966,Tuesday Thursday Friday Saturday,01:14 09:10 14:18,,
Priština International Airport,Birmingham International Airport,507,Croatia Airlines,914,1071,4420,Tuesday Wednesday Friday Saturday,18:01 17:47,,
Priština International Airport,Birmingham International Airport,245,I-Fly,979,1048,4427,Tuesday Wednesday Friday Saturday Sunday,11:06 16:19 13:12,,
Priština International Airport,Birmingham International Airport,383,Lufthansa Group,234,981,2891,Monday Saturday Sunday,03:46 10:16 03:26,,
Vienna International Airport,Birmingham International Airport,119,Virgin Atlantic,674,1282,2163,Monday Tuesday Wednesday Friday Saturday,03:58 19:17,,
Vienna International Airport,Birmingham International Airport,309,AirBaltic,738,1240,3497,Monday Wednesday Thursday Friday Saturday Sunday,19:44 02:21,,
Vienna International Airport,Birmingham International Airport,255,Air France-KLM,236,1322,2205,Thursday Sunday,00:00,,
Vienna International Airport,Birmingham International Airport,63,International Airlines Group,184,2151,2016,Monday Thursday Friday Sunday,22:43 15:19 03:06,,
Vienna International Airport,Birmingham International Airport,436,Pegas Fly,929,2976,2385,Monday Tuesday Friday Sunday,14:50 19:45 23:14,,
Vienna International Airport,Birmingham International Airport,469,S7 Airlines,809,2723,1988,Monday Tuesday,22:21 07:15,,
Alicante International Airport,Blackpool International Airport,198,Windrose,607,2697,2484,Monday Wednesday,14:59 04:01,,
Alicante International Airport,Blackpool International Airport,109,Air Malta,651,913,3234,Monday Tuesday Wednesday Thursday Friday Saturday Sunday,06:27 04:58 14:49,,
Alicante International Airport,Blackpool International Airport,455,Finnair,768,2896,2359,Wednesday Friday Saturday Sunday,05:51 01:59 12:04,,
Almería International Airport,Blackpool International Airport,69,Luxair,863,2501,1978,Tuesday Saturday,02:26 12:11 05:47,,
Almería International Airport,Blackpool International Airport,90,Icelandair Group,66,1007,2064,Friday Saturday Sunday,00:20 08:12 18:19,,
Almería International Airport,Blackpool International Airport,227,SmartWings Group,60,2286,2167,Wednesday Thursday Friday Sunday,10:54 04:04 22:56,,
Antwerp International Airport,Blackpool International Airport,68,Azur Air,630,2436,2189,Saturday Sunday,02:00 14:04 13:16,,
Antwerp International Airport,Blackpool International Airport,335,Air Europa,568,2030,1583,Wednesday Thursday Friday Sunday,07:13 19:44 22:19,,
Antwerp International Airport,Blackpool International Airport,362,Icelandair Group,197,2964,3010,Monday Wednesday Friday Sunday,23:52 02:16 18:57,,
Belfast International Airport,Blackpool International Airport,190,Turkish Airlines,810,2419,3384,Monday Tuesday Friday Saturday,05:50 01:13 13:29,,
Belfast International Airport,Blackpool International Airport,243,Aegean Airlines,882,1054,4231,Monday Thursday Friday,08:22 22:51 20:27,,
Belfast International Airport,Blackpool International Airport,100,Croatia Airlines,955,1521,2455,Wednesday Thursday Saturday,06:31 05:05 16:14,,
Belfast International Airport,Blackpool International Airport,381,TAP Air Portugal,567,1629,3073,Monday Tuesday Wednesday Thursday Saturday Sunday,03:29 13:14,,
Belfast International Airport,Blackpool International Airport,422,Ukraine International Airlines,307,1385,1942,Tuesday Wednesday Thursday Saturday Sunday,10:10 15:00 09:56,,
Belfast International Airport,Blackpool International Airport,474,Yamal Airlines,847,1681,4441,Monday Tuesday Wednesday Friday,08:02 11:10,,
Budapest Liszt Ferenc International Airport,Blackpool International Airport,261,Ryanair,876,1424,1747,Monday,17:35 11:40,,
Budapest Liszt Ferenc International Airport,Blackpool International Airport,340,Azur Air,155,2806,4273,Tuesday Thursday Friday,09:00 03:11,,
Budapest Liszt Ferenc International Airport,Blackpool International Airport,195,Blue Air,382,2695,2440,Monday Wednesday Thursday Saturday Sunday,10:43 17:20 10:08,,
Budapest Liszt Ferenc International Airport,Blackpool International Airport,370,International Airlines Group,358,897,4122,Monday Wednesday Friday Saturday Sunday,19:41 01:51 10:46,,
Budapest Liszt Ferenc International Airport,Blackpool International Airport,270,Ural Airlines,294,2387,2490,Thursday Friday Sunday,05:20 07:57 21:51,,
Budapest Liszt Ferenc International Airport,Blackpool International Airport,216,Yamal Airlines,73,1031,2491,Monday Thursday Sunday,19:19 17:58,,
Cherkasy International Airport,Blackpool International Airport,261,Aegean Airlines,286,792,4076,Tuesday Sunday,06:49 09:19,,
Cherkasy International Airport,Blackpool International Airport,319,SkyUp,632,1453,3927,Monday Wednesday Thursday,11:12,,
Cherkasy International Airport,Blackpool International Airport,200,Pegas Fly,503,2332,3210,Tuesday,20:08 06:36 07:46,,
Cherkasy International Airport,Blackpool International Airport,144,Pegasus Airlines,211,2474,3224,Wednesday Friday Sunday,08:44 10:11 16:20,,
Cherkasy International Airport,Blackpool International Airport,387,Ryanair,278,2077,2702,Tuesday Wednesday Thursday Saturday Sunday,15:41 21:04 05:43,,
Cherkasy International Airport,Blackpool International Airport,441,Turkish Airlines,814,1666,2172,Monday Wednesday Thursday Friday Saturday Sunday,06:27 08:52,,
Exeter International Airport,Blackpool International Airport,159,Air Serbia,375,2982,2617,Monday Thursday Saturday,06:52,,
Exeter International Airport,Blackpool International Airport,329,Virgin Atlantic,704,1105,4355,Monday Wednesday Friday Saturday,01:15 16:37,,
Exeter International Airport,Blackpool International Airport,191,Aegean Airlines,169,2597,4038,Wednesday Friday,01:00 05:20,,
Exeter International Airport,Blackpool International Airport,278,Air Astana,885,2182,3331,Tuesday Wednesday Thursday Sunday,19:42 12:42 22:39,,
Exeter International Airport,Blackpool International Airport,352,Turkish Airlines,862,1068,3673,Tuesday Friday Saturday,09:15 14:46,,
Exeter International Airport,Blackpool International Airport,249,Ural Airlines,592,901,3168,Tuesday Thursday Sunday,07:12 04:55 18:07,,
Il Caravaggio International Airport,Blackpool International Airport,199,Volotea,883,2100,2683,Wednesday Thursday Friday Saturday,14:40 03:41 19:48,,
Il Caravaggio International Airport,Blackpool International Airport,485,EasyJet,62,1145,3572,Wednesday Thursday Friday Saturday,09:27 06:14 17:43,,
Il Caravaggio International Airport,Blackpool International Airport,392,AirBaltic,175,1564,3803,Monday Wednesday Thursday Friday,01:58 19:32 16:19,,
Il Caravaggio International Airport,Blackpool International Airport,97,S7 Airlines,172,1775,1322,Monday Wednesday Thursday Friday,13:56 07:44,,
Il Caravaggio International Airport,Blackpool International Airport,143,SAS Group,359,1419,2881,Monday Wednesday Sunday,14:43 15:32 09:49,,
Il Caravaggio International Airport,Blackpool International Airport,150,Yamal Airlines,859,2386,2509,Monday Wednesday Friday Sunday,16:46 13:11 21:43,,
Ivano-Frankivsk International Airport,Blackpool International Airport,173,International Airlines Group,802,2739,2989,Monday Tuesday Wednesday Thursday Friday Sunday,19:10 06:38 05:08,,
Ivano-Frankivsk International Airport,Blackpool International Airport,359,Air Serbia,824,1637,1445,Monday Saturday,16:04 02:03 05:28,,
Ivano-Frankivsk International Airport,Blackpool International Airport,452,Finnair,290,2445,2507,Wednesday Thursday Friday,08:20 13:28 15:56,,
Kaunas International Airport,Blackpool International Airport,241,Air Serbia,216,1471,1888,Monday Friday Saturday Sunday,20:19,,
Kaunas International Airport,Blackpool International Airport,355,Pegas Fly,943,2566,3351,Tuesday Thursday Friday Saturday,02:56 23:39 03:24,,
Kaunas International Airport,Blackpool International Airport,72,Aeroflot Group,176,1613,2511,Monday Wednesday Thursday Friday Saturday Sunday,18:36 19:49,,
Kaunas International Airport,Blackpool International Airport,177,Norwegian Air Shuttle ASA,605,2115,1918,Monday Tuesday Wednesday Friday,03:12 18:21 22:45,,
Kaunas International Airport,Blackpool International Airport,74,Smartavia,371,1759,1601,Monday Friday Sunday,11:44 15:15,,
Kaunas International Airport,Blackpool International Airport,264,Yamal Airlines,308,831,3225,Tuesday Friday Saturday,21:42 05:19,,
Kherson International Airport,Blackpool International Airport,199,EasyJet,815,1191,2876,Friday Saturday,10:52 03:30 03:10,,
Kherson International Airport,Blackpool International Airport,398,SAS Group,379,1158,2637,Monday Wednesday,23:55 19:06,,
Kherson International Airport,Blackpool International Airport,495,Air Astana,175,1327,4239,Tuesday Sunday,05:31 06:42 16:20,,
Kherson International Airport,Blackpool International Airport,123,Blue Air,339,1984,2562,Monday Friday Saturday,01:40 12:08 00:13,,
Kherson International Airport,Blackpool International Airport,71,Luxair,577,2129,4019,Monday Thursday Saturday,10:03 12:31 06:43,,
Kherson International Airport,Blackpool International Airport,272,Windrose,625,909,4091,Thursday Friday Sunday,22:47 12:12 12:02,,
Kiev Zhuliany International Airport,Blackpool International Airport,98,Azur Air,519,802,3872,Tuesday Thursday Friday Saturday Sunday,05:37 11:30 04:45,,
Kiev Zhuliany International Airport,Blackpool International Airport,234,Ukraine International Airlines,188,1426,2849,Tuesday Wednesday Thursday,04:02 23:39 14:09,,
Kiev Zhuliany International Airport,Blackpool International Airport,190,Air Malta,327,1688,4034,Tuesday Wednesday Saturday Sunday,06:36 12:12,,
Kiev Zhuliany International Airport,Blackpool International Airport,398,Belavia,269,2444,4389,Tuesday Wednesday Friday Saturday,19:43 09:22 08:16,,
Kiev Zhuliany International Airport,Blackpool International Airport,312,Ryanair,413,1899,4217,Monday Wednesday Thursday Sunday,14:27 05:40 11:18,,
Kiev Zhuliany International Airport,Blackpool International Airport,410,Volotea,630,2976,3579,Monday Wednesday Thursday Saturday Sunday,13:40 22:30 05:43,,
Mărculeşti International Airport,Blackpool International Airport,241,Air Serbia,822,2884,3575,Monday Tuesday Wednesday Thursday Saturday,17:11 09:18,,
Mărculeşti International Airport,Blackpool International Airport,110,I-Fly,615,1575,3966,Wednesday Thursday Friday,11:31 02:45 21:31,,
Mărculeşti International Airport,Blackpool International Airport,285,Smartavia,348,2177,3465,Wednesday Saturday Sunday,06:24 03:19,,
Mytilene International Airport,Blackpool International Airport,208,Air Astana,892,1742,4322,Monday Thursday Saturday,18:14 04:29,,
Mytilene International Airport,Blackpool International Airport,298,EasyJet,471,1333,3122,Monday Tuesday Wednesday Thursday Saturday Sunday,23:22,,
Mytilene International Airport,Blackpool International Airport,418,Aeroflot Group,693,2110,2942,Monday Tuesday Wednesday Sunday,15:01 02:31,,
Mytilene International Airport,Blackpool International Airport,332,Ryanair,405,2204,2662,Tuesday Thursday Friday Saturday,07:43 04:56 17:42,,
Mytilene International Airport,Blackpool International Airport,214,Turkish Airlines,187,1789,2845,Wednesday Friday Sunday,20:56 20:59 07:48,,
Mytilene International Airport,Blackpool International Airport,267,Virgin Atlantic,579,2398,2677,Monday Thursday Sunday,08:10 16:04,,
Palanga International Airport,Blackpool International Airport,206,Ural Airlines,536,2985,4020,Monday Wednesday Thursday Friday Saturday,22:20 23:59,,
Palanga International Airport,Blackpool International Airport,210,Smartavia,473,1443,3881,Monday Wednesday Friday Saturday Sunday,21:13 20:26,,
Palanga International Airport,Blackpool International Airport,255,Croatia Airlines,808,1387,2974,Thursday Friday Saturday Sunday,07:52 19:55 22:17,,
Palanga International Airport,Blackpool International Airport,485,Nordwind Airlines,974,2604,3108,Wednesday,14:30 23:26 05:43,,
Palanga International Airport,Blackpool International Airport,194,Norwegian Air Shuttle ASA,992,974,3187,Friday Saturday,00:41 07:04 05:18,,
Palanga International Airport,Blackpool International Airport,160,UTair Aviation,417,837,2313,Monday Wednesday Friday,11:53 02:48,,
Paris-Charles de Gaulle Airport,Blackpool International Airport,206,SmartWings Group,758,2507,2715,Wednesday Saturday Sunday,02:39 21:24,,
Paris-Charles de Gaulle Airport,Blackpool International Airport,478,Ural Airlines,950,1438,3737,Monday Tuesday Friday Saturday Sunday,09:59 08:24 14:33,,
Paris-Charles de Gaulle Airport,Blackpool International Airport,478,Belavia,129,2110,4437,Tuesday Wednesday Thursday Saturday,05:35 18:03 21:56,,
Paris-Charles de Gaulle Airport,Blackpool International Airport,442,Luxair,695,2576,2180,Monday Tuesday Saturday Sunday,11:51 09:18 12:51,,
Paris-Charles de Gaulle Airport,Blackpool International Airport,129,SAS Group,505,792,2084,Monday Wednesday Thursday Saturday Sunday,23:16 02:03,,
Paris-Charles de Gaulle Airport,Blackpool International Airport,435,Volotea,862,2447,1994,Monday Thursday,03:39 06:42,,
Pescara International Airport,Blackpool International Airport,273,Jet2.com,315,1223,3979,Monday Tuesday Friday Saturday,12:29 15:41,,
Pescara International Airport,Blackpool International Airport,414,Luxair,409,1350,3224,Tuesday Thursday Saturday,15:35 06:52,,
Pescara International Airport,Blackpool International Airport,194,Nordwind Airlines,753,816,1909,Monday Tuesday Wednesday Saturday Sunday,21:01 05:05,,
Pescara International Airport,Blackpool International Airport,339,Pegas Fly,548,962,3590,Monday Tuesday Wednesday Sunday,03:41 06:40 02:28,,
Pescara International Airport,Blackpool International Airport,361,S7 Airlines,554,2868,3795,Tuesday Sunday,18:49 01:59 03:07,,
Pescara International Airport,Blackpool International Airport,288,Virgin Atlantic,208,2439,2876,Tuesday Saturday Sunday,05:13,,
Pisa International Airport,Blackpool International Airport,280,Enter Air,305,1170,3173,Wednesday Saturday,13:50 17:17,,
Pisa International Airport,Blackpool International Airport,303,Belavia,911,2804,2586,Tuesday Wednesday Thursday Friday,03:10 00:19 11:17,,
Pisa International Airport,Blackpool International Airport,309,Air Europa,224,2491,4027,Monday Tuesday Thursday Friday,01:29 08:39 06:28,,
Pisa International Airport,Blackpool International Airport,205,Air Malta,987,1875,3645,Monday Tuesday Wednesday Friday,01:18 06:44,,
Pisa International Airport,Blackpool International Airport,481,Nordwind Airlines,802,1774,2062,Thursday Saturday,23:04,,
Pisa International Airport,Blackpool International Airport,70,Ural Airlines,53,1789,3633,Monday Tuesday Saturday Sunday,09:23 12:07 23:55,,
